,Group,Class,PC1,PC2
692,Spanish.HO,PCA,-55.1257434585596,-41.2096923740444
693,Spanish.HO,PCA,-68.8615514144238,-42.2472856563411
694,Spanish.HO,PCA,-63.556294058961,-40.4711156293933
695,Spanish.HO,PCA,-58.7896383853965,-24.2329313786393
696,Spanish.HO,PCA,-55.5676613340038,-51.8163784551231
697,Spanish.HO,PCA,-61.380275860629,-43.8240474810268
698,Spanish.HO,PCA,-43.4503867395447,-42.4336491425099
699,Spanish.HO,PCA,-46.3196124603078,-33.5228179457088
700,English.HO,PCA,-104.07095293405,-13.1834961221061
701,Jew_Libyan.HO,PCA,87.0017743060716,-5.65187843745818
702,Maltese.HO,PCA,13.7862166702914,-1.78499405070197
703,Maltese.HO,PCA,13.7790979629223,-7.56757321405352
704,Croatian.HO,PCA,-78.4770164654133,-7.51038999688641
705,Jew_Ashkenazi.HO,PCA,23.8628126586621,5.85765289522588
706,Jew_Turkish.HO,PCA,38.7125712337859,6.26702940891458
707,Norwegian.HO,PCA,-108.050712268998,-15.7388799670418
708,Norwegian.HO,PCA,-110.193322512396,-14.7569908183076
709,Croatian.HO,PCA,-73.8235104733359,-2.81232076427939
710,Croatian.HO,PCA,-78.0040786101223,3.69701790617169
711,Jew_Tunisian.HO,PCA,76.2517239141642,-2.2400185385002
712,Jew_Turkish.HO,PCA,37.0983004519666,8.23983425013186
713,Sicilian.HO,PCA,2.38817242033856,0.71967758007654
714,Greek.HO,PCA,-30.790013769575,0.721599203341143
715,Jew_Ashkenazi.HO,PCA,13.2955102563435,5.98156076500133
716,Italian_South.HO,PCA,9.45187657754213,8.25575533516076
717,Basque.HO,PCA,-99.7177736881914,-63.0899633868381
718,Sicilian.HO,PCA,2.47030071037792,5.75755793624579
719,Croatian.HO,PCA,-89.6195711102058,-10.0745894304209
720,Norwegian.HO,PCA,-101.802836072843,-10.5085011703175
721,Croatian.HO,PCA,-80.0764305487895,-1.39895047851617
722,Maltese.HO,PCA,27.5729368905404,-10.3322714567947
723,Jew_Turkish.HO,PCA,52.2183722844638,-9.9153462390523
724,Jew_Turkish.HO,PCA,48.257172735135,-5.40095584893431
725,Norwegian.HO,PCA,-107.972550215521,-21.5175129046605
726,Jew_Turkish.HO,PCA,50.0638447982057,9.76272037812099
727,Jew_Yemenite.HO,PCA,152.24671996427,-14.5866748556053
728,Sicilian.HO,PCA,17.6127496338543,-7.05884139507071
729,Turkish.HO,PCA,30.8823345394087,49.004251909381
730,Jew_Yemenite.HO,PCA,173.771147241877,-36.580953177797
731,Sicilian.HO,PCA,16.2428890008539,-3.35900853351906
732,Norwegian.HO,PCA,-109.494322136389,-14.6119749978291
733,Sicilian.HO,PCA,-1.02733434762895,-1.8213032830571
734,Norwegian.HO,PCA,-114.063826484493,-21.297128376623
735,Croatian.HO,PCA,-65.7684377052584,5.076215217135
736,Jew_Iranian.HO,PCA,76.0016398186616,58.7151984832989
737,Norwegian.HO,PCA,-112.357075695487,-17.3076201058649
738,Jew_Turkish.HO,PCA,35.0729628185714,1.92104223163259
739,Greek.HO,PCA,-21.1350107969662,-0.77000130984061
740,Sicilian.HO,PCA,20.1599425032424,-2.94974688350877
741,Basque.HO,PCA,-96.3096945552916,-66.4994635357355
742,Albanian.HO,PCA,-37.6701589511881,9.63817061947162
743,Greek.HO,PCA,-31.4749441133206,10.5619286528513
744,Jew_Turkish.HO,PCA,30.113135868676,11.2820397405199
745,Norwegian.HO,PCA,-115.625283468367,-11.0588059215797
746,Jew_Turkish.HO,PCA,42.7007900874708,-0.376787504409601
747,Greek.HO,PCA,-23.8411588325975,5.40961156327726
748,Jew_Yemenite.HO,PCA,147.088059414772,-7.11712826908048
749,Croatian.HO,PCA,-71.3200870109069,0.171576487110561
750,Norwegian.HO,PCA,-117.196336139223,-15.1807064196111
751,French.HO,PCA,-92.1196179907046,-43.8276692922778
752,Greek.HO,PCA,-32.4959961661712,2.52056134007495
753,Sicilian.HO,PCA,-5.18539772065769,-5.27168173343657
754,Croatian.HO,PCA,-75.7495798749576,-6.15216736522081
755,Sicilian.HO,PCA,6.35098165914571,-1.065093408667
756,Greek.HO,PCA,-15.221966022658,5.33619098164822
757,Jew_Libyan.HO,PCA,74.3799430426662,-0.914759690726514
758,Croatian.HO,PCA,-75.1297128953767,-7.97386132794534
759,Maltese.HO,PCA,20.786685516996,-10.8541208362171
760,French.HO,PCA,-79.9379969727331,-48.4081719508619
