"","Group","Class","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55","PC56","PC57","PC58","PC59","PC60","PC61","PC62","PC63","PC64","PC65","PC66","PC67","PC68","PC69","PC70","PC71","PC72","PC73","PC74","PC75","PC76","PC77","PC78","PC79","PC80","PC81","PC82","PC83","PC84","PC85","PC86","PC87","PC88","PC89","PC90","PC91","PC92","PC93","PC94","PC95","PC96","PC97","PC98","PC99","PC100"
"1","Adygei.HO","PCA",13.4059094342068,83.6717286034429,-49.8969370703187,12.8789309665281,4.00776323645494,10.1939848713429,-3.0955510503982,-6.3939341102023,0.277501665497099,2.53463799468733,3.84631409913863,-8.23253751514159,-3.00201084153719,5.01233702005926,-9.02924239464583,-32.7283671379359,-38.4426970398902,3.29599789199051,-4.83652625071851,-20.899582296252,25.3421467898414,-13.2566893320486,0.373598812453188,-0.879034589202099,-1.00622743295243,10.3536467931702,-1.43770378821855,7.3541402172493,5.05959878375449,2.68631274250394,-4.31761533692805,7.77737348242256,8.1183014017977,-11.2060138116633,6.94993382721997,8.46492338461869,-3.07086116395218,-6.44879170946194,0.931859788302929,4.25270819514782,-14.6671746208835,-8.84115954933113,-8.96537688005838,-2.66159994632397,-7.12701860136834,-10.8967413893371,6.40507921741677,-8.03131227721578,-4.06263199809202,3.2210443460542,-1.25810927468722,4.72890819958155,2.12552605430336,-6.54094601840116,-12.5601340281777,6.02425114055949,6.37235728025589,-3.26460450715841,-0.769956057913144,-1.95723444708169,5.45509386668555,9.77056445435559,8.09381149642106,-4.94035472020084,-0.0664100793318945,4.46474056260391,0.706988613806671,0.648208971772186,0.448118496469505,-1.41592284051033,0.330427403959569,0.997424583028368,2.08225468736057,10.3513343040893,-11.4554415072796,0.969843330265923,3.21834326161299,-1.88640078698336,-3.62244892002458,8.53467186986348,-4.96928362180214,1.54776468213075,-0.0242635184485224,-4.80602704110653,8.06391454272272,-5.3782652342129,1.34377129196064,-10.7636862551129,0.169427615086413,6.52749578882533,-7.67980039474032,-13.8219601539008,-8.43601290133761,-2.48994828987814,12.8378987143888,-2.32530105037783,-4.92762174019423,13.8823376689892,-1.2461621373956,1.50877981601379
"2","Adygei.HO","PCA",1.40656317216615,81.953173426615,-59.5475826425636,0.58616944724961,16.3615014734276,7.77038082445089,4.10676970277336,6.26322178194082,1.15506457843709,0.761426793780178,0.375655936212519,-8.20343708192149,-1.24500426540043,5.64167195410793,-5.04703463555203,-21.2453528756805,-34.8434503806636,-1.11317491233213,-1.59337741536702,-19.7141678572053,17.1570379409125,2.20661088779014,-0.605447159926246,-3.33889912124905,0.114141141447216,16.4815468484117,-3.70935726524306,0.608320146540399,2.21042690073322,-1.70642213611465,-0.71267666531891,3.96235376734377,0.747074178163566,-10.0614715714571,1.1964193166135,3.99963473886628,-2.95080021136924,-8.47900060117144,-1.61724678201419,4.64176306050157,-15.4066625115611,-4.39972151261941,4.54595979273235,0.714030802669455,-0.760375589107717,-6.06179080329534,-0.0101727191157139,-6.78368031013885,1.10953004165566,-6.19966773669193,15.4301524870758,15.3593069205619,-0.395781301187823,-6.78795973883214,-3.88339424672901,5.0568778016647,2.59027247199351,-6.35850744914989,2.6015632303452,6.87616817625458,-7.06600643136323,2.85865120669979,1.40733716345084,10.558980504349,-1.3664560008825,1.95845617024598,-8.99101367723018,1.42499169548912,-2.45083913945998,7.41002746909228,-4.69447727753015,-8.25257072921125,2.30732789329517,0.474272552265746,-2.19367844742684,8.91554540737982,4.14303700622199,-0.696718124534056,4.61550246040122,-2.18116911873363,-3.0250085913951,-3.96122432851194,6.11270725719605,-2.02161246709789,6.0254908849864,-10.5891933541203,-2.85037122978417,-2.81726613497068,-1.45753970101986,7.79574563209021,6.66672509233141,-13.1864154982909,-1.15805919062351,-1.20277953897961,0.428242003246848,6.73460169980341,9.94719247497874,3.99719825524004,-8.95280306021372,1.67012184466495
"3","Adygei.HO","PCA",2.74590306583948,78.9097940948755,-55.1444323831866,-2.83555680530593,2.18657817254713,6.88340993837674,0.992223600080297,11.6391160860955,6.58302840948587,12.7511122276538,1.92462286639925,-5.02022413035427,-3.36093788790209,3.91388646786315,1.58227006928119,-16.9764394805597,-24.6436197588005,-7.97645178771002,-6.79515739076407,-19.8408683362985,22.7179980730397,-8.53925041776666,0.654618061705697,-4.35563454564564,0.703411311619051,15.2230926073932,-0.303330584765572,9.32896021259684,4.23309616560733,-5.85750454921307,-8.38379534732176,-4.92344112027935,-3.54095338364437,-2.21530182909747,4.49764637644576,6.63883270826796,-9.27284036813539,-7.81547009700632,-3.04198618446831,8.39995763387501,-17.2359809616803,6.71773269112956,3.75052402617824,-1.49712349705581,0.50050010998884,-6.98555272336231,-2.63617623594588,1.1132469987267,8.81996986096321,-9.4322264808183,-0.190816113776424,-2.02773673667207,5.87105797394018,-4.01343953355497,1.39200896799021,8.26254150751842,-6.8006269809815,-8.96603134915435,3.01317036180109,-5.4832846181836,-2.90194892109221,7.39152845516787,-1.04583852497762,0.567075496594505,-3.66137640517372,3.56145803646583,-7.23874565235791,2.53427223207972,7.05885510849267,1.36561586732377,-6.42242605661635,5.77465121619544,5.41816515962895,0.403299623605939,-0.390396918891621,4.46603138654666,3.7093839792304,-2.73949755954726,-3.68711850555759,-10.5738305780188,-3.6342623677666,9.70416822194659,-3.45505117171769,6.89557057315249,0.101003426689637,-13.668854600403,-2.08240805361851,-5.43544517276515,-0.20463809277794,11.728994669433,4.27952026525637,-10.4228700509372,-13.247452615581,6.641906995884,0.897440112954648,-2.11021287163444,2.91798500941993,7.99396092834581,-1.75306074430654,-6.25729428831932
"4","Adygei.HO","PCA",-10.4570490382319,66.5526334095801,-50.6140607692565,2.73871517951234,3.36375829430245,5.45872244902949,-3.32249258528812,-4.2985098769068,3.89229264540151,0.863046263724799,5.72418150479304,-10.0386484671046,-4.02098398406827,8.34666773593546,-6.93910369809267,-7.9632150745624,-30.5587766564622,1.4381706064694,-0.891944345792833,-14.8325410601585,18.4264246345192,-0.626620459856164,-3.29979759942911,0.69001617789084,1.38070619135974,0.605396947604179,-2.65460174237856,7.12109846719522,0.812808221325883,3.24163185763883,4.02610236940282,0.719088127843264,7.18767424623297,-5.72375874781166,-2.20754227987362,-3.84583777153839,-3.61472085822893,-2.10026233664698,3.60329425815608,5.07431024829388,-2.7927523620763,-1.94594234540052,-7.8455673657142,-1.87481130416392,2.96328899405585,-2.2176487349393,-0.12754343167927,0.248083681054685,7.6609936575411,3.99465985795998,-11.1050092474167,2.74937641601335,-3.93956431126162,-8.52378502798841,0.0432407785490185,1.94166516086749,-2.73114518486157,-5.35670654619654,-7.74311445264636,-3.20737408732414,-1.54752857087933,-14.8439343670528,-5.55684244787615,0.602752285955822,3.97420871716197,10.92507533443,1.78003806213251,1.35713580231285,2.03996185219193,7.3199453693433,-10.3390890939738,-0.875510465308091,1.52424738013191,3.05110783351845,0.29452196273331,2.81614446360982,-6.78770441742843,-4.01149729049248,4.52674752435864,-2.81606399659223,-6.81658795996262,3.76065723148657,1.25799617483666,-3.83538426730128,-4.3712401178935,-5.85465972262335,-1.07020176897554,-2.18245742532543,-7.59052880052057,0.231739839053577,4.65326786477821,-4.76189133854946,-18.0650931695947,5.52957418390142,5.47262847153039,-10.5556459089745,0.254174390868599,12.8753722653675,-2.60354220699084,4.23714910679707
"5","Adygei.HO","PCA",7.34000458352348,90.7333212322877,-48.0436122089807,6.79662652687044,-0.194335436615613,17.1045404684076,0.672502590359435,-2.31240516575542,0.604244960198626,0.837948227727849,3.76248009258179,-9.55804312821395,1.10663364995219,0.904457187946559,-7.74751143278554,-24.4989743307543,-37.2527885804024,-8.42471140805712,-5.35129281301671,-18.4365307780222,27.7293772072583,-7.52890577219028,7.65522394899089,3.58953666047945,-1.63026638462678,22.5830238895843,-1.14465769268056,2.6670934032971,2.77690290910641,-1.41009414413518,6.49552437588645,10.6935266278426,5.1093549335897,-15.0882554152722,1.84306756309586,-2.28661391892561,3.50158861463712,-18.7005804558249,-1.81663199688418,6.89323793349701,-10.3956632239342,-2.14449180626034,-7.87415877724758,-6.3221362165536,-1.02483955120895,-2.01288040892881,9.76082572784907,-7.63182589309667,1.6918305453686,5.60059892882248,4.06746695308955,8.30666695520769,2.95024270129959,0.614158560811356,-20.3412783670645,2.00092646712313,2.84999064621131,5.66724158782083,-5.37354851506756,-5.17799014882166,4.33099609275266,0.960924026791189,-12.1617031536082,2.38231965058821,0.696081086556275,1.73253287707598,5.91224501932278,0.647796561723797,5.38359206469137,-1.05707480329808,-4.33219022537077,-9.29896663892275,12.4896865201256,4.64443055399741,9.84370778255446,-4.53224095663392,5.67163477252907,-0.00782898014844494,-8.48469210924249,0.185079588848959,-3.81890249203779,-4.89341498218164,-1.05933345064115,-3.9911073151992,11.190555010508,-1.15966190181362,-1.03658971851789,-6.87399922021634,-5.98571222044377,8.21950862581624,-4.33516565974164,-10.3880967746863,-13.1268245408318,3.59052526964502,5.48988911964617,6.03765459429663,-8.26172423414598,6.49917558965683,-3.24527865955146,-5.16677299144991
"6","Adygei.HO","PCA",23.7113552245857,97.8656694858053,-53.7447361523691,11.9214324870594,15.4441615280885,14.610242194776,-3.65693341216491,-9.11919215577314,-0.908470984549234,3.69520784537327,4.48993715699109,-5.62582103327487,2.59441483296778,4.72805481749988,-3.33992676927501,-23.4054892400541,-39.4153953694627,-6.12306092251061,-1.83209198066699,-24.3942353071582,23.0984174278087,-11.6530226499624,0.547575891653629,-7.3042446138306,-7.00850677117295,16.1529760582103,-4.92876844068887,1.2784071511684,-6.73220264603679,6.44234885258951,-2.52637583811224,8.50198199610821,-0.788892128206496,-21.7189802093007,18.0061451210811,-0.150936563065576,-13.9203900873005,-19.1003668573585,5.14998733442194,1.88432787086019,-14.1934816374956,-7.80997700377679,-2.26449467549219,-7.08604957490851,-7.05168630714355,-3.59830648509532,4.92360631960639,-0.12161420799247,8.51627176125242,-6.2056585973913,5.24883490981687,0.58653388391848,-6.560777793358,-7.25482393463547,-6.66550252976597,-2.96784110069552,-11.1058107496806,-2.94829743152156,9.0173126249,-2.44219922130446,-4.68639358042929,-1.89470235684573,-2.41199343215559,-5.51031479789659,-2.13386620069532,-0.657197001909762,-0.941295621973201,22.6926263194294,-9.37080826196988,2.05253586849004,-4.86871206637338,6.70164080819857,9.60899793925499,4.75008154322056,5.89037257189552,-2.61531627811875,8.7727381591396,-10.4635431378485,7.18073534918982,2.02442346126673,-1.54252019300351,-4.65252100747902,4.81364267240152,-2.23782706509773,7.4785074406741,1.21671611039673,5.25450469111726,-13.7159286225998,-6.52276395808522,9.995964447956,7.84084834422976,-20.3133639504474,-26.9849713687534,17.3147355301725,-8.07223650586233,0.577066342711457,0.283232688298615,3.52307371806041,-4.89145944781515,-0.440930279783951
"7","Adygei.HO","PCA",18.2819786098693,102.465825957812,-47.0392592133443,11.3876208851845,3.68143992982541,15.7120405403002,0.509289734384022,-5.36617119220759,4.4818613708529,5.86160418939979,-9.04548771587634,-12.6097543321773,-3.02729967399657,8.20129814065147,-8.21792553967915,-18.2323640714909,-29.8918149672841,-3.94084499143331,4.94732099444456,-19.4590832905378,23.3777770893637,3.9521430853483,5.92980573039909,-1.02137423906384,-5.25894352023622,21.4651677239358,-3.60713622299595,7.68007499516846,2.33334148559401,-4.61030610022964,1.27470820593199,0.729303258387536,1.21370154260814,-12.473521642795,10.3242744242796,4.46492650559788,-10.5140745284694,-17.5115934678258,4.64322137947668,9.4859354968378,-15.9320844682518,-3.03149463877642,-5.18752229229462,-6.91311703836836,3.34260313513608,-10.9860625994353,0.531125344430737,-6.48252769660655,6.75366173526775,2.13385150985286,9.34627052437965,9.6848418682588,5.82734051616035,-7.10355719289892,0.509170687328743,8.35939835211201,0.177358912697972,6.3247821628394,-7.2276830941377,-7.31057020823345,4.53391514245701,1.65516711127238,7.52292473514925,-6.82027658929938,-4.64809215115531,-11.7932151203345,1.28854966472199,2.19306608307232,3.2817306992052,-1.83462630828821,-2.40358864616053,-3.86955760160249,18.765386036776,-3.88371928812406,4.04835135615884,8.18338610680878,7.93729369881481,10.0941346916971,-0.0992679221417289,1.11662205300918,-0.872756740005988,3.03999098275494,3.98661100051833,-11.4418352268178,7.77512957705014,-9.22623974902892,-3.34139314629825,2.42093321360664,0.762905578893603,12.3739155820296,-4.30711102659729,-12.5434985765513,-9.75866140783539,8.33101606362726,-4.67528081695687,-8.70801596212098,11.0083481854868,12.5054714422475,-5.82734141847555,-11.2552412957867
"8","Adygei.HO","PCA",2.15431741923977,90.7848182524098,-50.3810925012622,-4.72469528251789,3.48397120383906,11.0466859514915,-0.978718771406918,0.726338275673853,-2.35784688149793,4.45796054135018,1.80889248306521,-13.7078326868572,-6.84954101272807,1.63551767362198,-1.56779939907269,-30.4565920894086,-35.9441904893344,-5.55305056347362,-5.48464514124367,-21.211618015665,25.2784719888095,-2.49446736666146,-6.92303497059806,-2.67333251275416,-6.33648553984636,17.3492291345732,1.76275270560018,-0.0122549772751097,0.171293022686394,0.767105116687212,-0.313250958693668,4.33143627826798,0.518565493483726,-20.8153687346329,-3.15020029287514,2.48375806252095,-5.21956163783928,-5.66745242584487,-4.31235130788794,7.08692440725225,-6.3198473657076,-11.7899165549529,-1.68325499646814,-7.21070778915034,-3.77742437287275,-6.82186531287757,7.39780892482042,0.37738838344754,2.48447643324868,8.90958128498106,-3.13175762758538,7.37075670278634,-1.21663129728572,-5.0976368132937,-5.28728569575947,-2.47479396134831,-10.0824960917473,-16.2034997825531,-4.69719262581725,-6.4603209212334,7.57423907826394,-5.64763027015378,0.82974755617076,8.40036018352762,1.57782313762089,-1.52247071749923,2.56961973235364,16.7333643579158,6.92294120961449,-3.24758097114129,-1.58278292723501,-0.791032747764347,-1.79198242331305,-0.911275453193543,0.197790216100074,-3.32042940699315,-0.387155567024364,-2.83291314508471,-5.30958897982022,-2.92036216995527,4.17611920986554,-1.06071989702281,-0.349635011333902,1.19880659467856,2.48721609768841,-3.46671605633268,9.29361286039035,-3.1973738500896,-7.91386882284125,11.0003923606707,7.83696412998786,-10.1684594310531,-15.1697279625446,-1.51839175043111,-0.603276461480673,3.06759271503843,-0.869089031420985,8.96941944198565,-8.80908942765687,4.76176175244823
"9","Armenian_Hemsheni.HO","PCA",51.7741748079528,77.6323562481757,-12.5861140546507,31.0778357809834,8.25299364246755,3.31890721858727,1.71730138352693,-0.419017675274942,-4.3865986539272,3.02733498470546,0.311146556906374,-9.61872937037915,-4.91018773388485,1.3422853304397,-1.99584982778661,-27.4200709882028,-35.3614910390336,-2.03790946063374,-11.1862081675044,-15.6590750892317,28.3912365825338,-4.77288238379211,3.4944871318818,0.658312236728252,-3.05191983595701,2.78360394844146,3.30741514198278,9.61752870358061,-4.06610952755604,-6.97578763873198,1.94495770118866,-3.33255971527494,10.5202253016866,-3.44317124361578,-9.70738472285289,6.66016825105469,-4.10374485339303,-20.9909070005148,14.3614880556745,-1.76296585874669,-10.4233927218772,-5.38356650346058,-1.89984322566498,-6.75023696449518,-3.95731399887328,7.0689743550819,-7.99193111351093,0.726881208498479,-10.49678882592,4.66312808654044,1.65252776609988,4.12547082608245,1.1159028596562,-5.89597609929806,7.10685153117769,10.7717653159276,3.87359359764822,-3.45096181966854,-1.71782234655793,-6.90430934557818,-5.81728894614924,-5.85401809183407,0.0892392788704475,8.63470982433359,0.570783693808057,-3.8503443351191,14.8788303076955,0.679055087571558,6.0770307881612,6.13861711471069,-17.3527118739967,-10.8037251620567,-2.20091818811177,6.9171208027109,2.6624868966609,1.35804710507533,0.787972374420165,4.22634148329381,-0.371086083712038,2.90768720966055,-3.71052012869208,-0.726314820940224,-1.52326499303537,-10.2568833587074,3.15842901847229,-6.37437197205395,2.21787362006407,3.14490216128728,0.968454228564721,4.6308886272152,4.06161254773571,-17.8520030309569,2.6479212887687,-5.7996282445348,10.225796219614,0.853261571231928,-4.57015980370448,3.40824593106537,-4.40910129901123,-6.92145462971633
"10","Armenian_Hemsheni.HO","PCA",-32.8359131854011,40.7868696343278,-38.674115846046,-6.75625291633465,-0.466070786642698,-0.0422111958707941,3.92613925166987,6.19731043805192,-1.11409512301571,5.58678526601731,-0.0886755820331495,-1.78244229884311,-4.5880351764231,1.43135661281114,-3.02777866451481,-5.64015375561114,-16.3823657647268,-2.34246152558837,-1.45716325219005,4.45238314067878,5.67865917646217,-0.81806987425169,-5.10725498192836,-5.22782509697536,-2.20377236897866,6.45685133086203,9.93827491425077,13.7563553934397,1.59635402092292,-3.69021304435592,1.33441433680635,0.710616557649594,2.66377887031429,1.43578792593411,1.01963099113258,5.78338711175567,4.67144235893801,4.82956001740792,-5.11788705786759,5.95093906466645,-5.21380812807348,-6.63990131256582,2.22390944161787,-3.58952993999767,4.8410770512602,-3.47172556805122,2.48880546172262,-1.32029602510552,-0.58471543953102,-4.78445732152395,2.2296817933412,-1.41064496219793,5.16039727845328,-0.715917872893602,-1.03992428456072,1.44875827551026,-1.44254029929066,-3.98040052634673,13.1843569345298,-4.21746298261516,-0.443654768449192,-8.67983751661494,5.96212961097219,0.552505616114091,2.58162993527886,3.26376433363392,3.38833491363768,-2.49362072972548,6.24791529769491,1.26278576018675,-0.80317120501701,-15.6260212321711,0.622651317054986,1.1677890395906,-0.373252827718102,11.5416590727754,4.84418397315313,-9.86815500496642,-7.9633190949623,1.04961774156879,-1.80543162080409,8.23815788328213,5.15539818770405,-1.27137875478221,-8.51296308367673,4.2015092952001,-2.45608794808021,-12.8573637882842,-6.67783112651233,-1.25158396450229,-0.182355219582467,2.36784101629722,-3.63890470141883,-12.4155177459694,3.30430504812608,0.843247106907036,-9.55127579031976,-4.85779247745203,-5.24002728138071,-3.17994348805448
