Genetic_ID,Master_ID,Data_source,Group_ID,political_entity,epoch
I14688,I14688,1240K,Albania_BA_IA,Albania,Late Iron Age (LIA)
I14690,I14690,1240K,Albania_BA_IA,Albania,Early Iron Age (EIA)
I14692,I14692,1240K,Albania_BA_IA,Albania,Early Iron Age (EIA)
I16251,I16251,1240K,Albania_BA_IA,Albania,Late Iron Age (LIA)
I16254,I16254,1240K,Albania_BA_IA,Albania,Late Iron Age (LIA)
I16256,I16256,1240K,Albania_BA_IA,Albania,Late Iron Age (LIA)
I17633_v54.1_addback,I17633,1240K,Albania_BA_IA,Albania,Late Iron Age (LIA)
I16253,I16253,1240K,Albania_IA,Albania,Late Iron Age (LIA)
I13838,I13838,1240K,Albania_LN_C,Albania,Early Neolithic (EN)
I13840,I13840,1240K,Albania_LN_C,Albania,Early Neolithic (EN)
I8471,I8471,1240K,Albania_MBA,Albania,Chalcolithic (Copper Age) (C)
I13839,I13839,1240K,Albania_Medieval,Albania,Early Middle Ages (EMA)
I14622,I14622,1240K,Albania_Medieval,Albania,Early Middle Ages (EMA)
I14685,I14685,1240K,Albania_Modern,Albania,Early Modern Period (EMP)
I15706,I15706,1240K,Albania_Modern,Albania,Early Modern Period (EMP)
I16119,I16119,1240K,Armenia_Achaemenid_Hellenistic,Armenia,Late Iron Age (LIA)
I3931,I3931,1240K,Armenia_Aknashen_N,Armenia,Mesolithic
I10252,I10252,1240K,Armenia_Antiquity,Armenia,Classical Antiquity (CA)
I10252_v54.1_addback,I10252,1240K,Armenia_Antiquity,Armenia,Classical Antiquity (CA)
R11655.SG,R11655,Shotgun,Armenia_Beniamin_Achaemenid_Artaxiad_Hellenistic_Roman.SG,Armenia,Classical Antiquity (CA)
R11651.SG,R11651,Shotgun,Armenia_Beniamin_Achaemenid_Artaxiad_Hellenistic_Roman.SG,Armenia,Classical Antiquity (CA)
R11653.SG,R11653,Shotgun,Armenia_Beniamin_Achaemenid_Artaxiad_Hellenistic_Roman.SG,Armenia,Classical Antiquity (CA)
R11678.SG,R11678,Shotgun,Armenia_Beniamin_Achaemenid_Artaxiad_Hellenistic_Roman.SG,Armenia,Classical Antiquity (CA)
R11713.SG,R11713,Shotgun,Armenia_Beniamin_Achaemenid_Artaxiad_Hellenistic_Roman.SG,Armenia,Classical Antiquity (CA)
R11714.SG,R11714,Shotgun,Armenia_Beniamin_Achaemenid_Artaxiad_Hellenistic_Roman.SG,Armenia,Classical Antiquity (CA)
R11540.SG,R11540,Shotgun,Armenia_Beniamin_Achaemenid.SG,Armenia,Late Iron Age (LIA)
R11541.SG,R11541,Shotgun,Armenia_Beniamin_Artaxiad_Roman.SG,Armenia,Classical Antiquity (CA)
R11668.SG,R11668,Shotgun,Armenia_Beniamin_EIA.SG,Armenia,Early Iron Age (EIA)
R11546.SG,R11546,Shotgun,Armenia_Beniamin_Hellenistic.SG,Armenia,Classical Antiquity (CA)
R11536.SG,R11536,Shotgun,Armenia_Beniamin_IA.SG,Armenia,Early Iron Age (EIA)
R11545.SG,R11545,Shotgun,Armenia_Beniamin_LBA.SG,Armenia,Chalcolithic (Copper Age) (C)
R11675.SG,R11675,Shotgun,Armenia_Beniamin_LBS.SG,Armenia,Chalcolithic (Copper Age) (C)
R11538.SG,R11538,Shotgun,Armenia_Beniamin_Sasanian.SG,Armenia,Early Middle Ages (EMA)
R11542.SG,R11542,Shotgun,Armenia_Beniamin_Sasanian.SG,Armenia,Early Middle Ages (EMA)
R11543.SG,R11543,Shotgun,Armenia_Beniamin_Sasanian.SG,Armenia,Early Middle Ages (EMA)
R11544.SG,R11544,Shotgun,Armenia_Beniamin_Sasanian.SG,Armenia,Early Middle Ages (EMA)
R11535.SG,R11535,Shotgun,Armenia_Beniamin_Urartu_IA.SG,Armenia,Middle Iron Age (MIA)
I1407,I1407,1240K,Armenia_C,Armenia,Middle Neolithic (MN)
I1409,I1409,1240K,Armenia_C,Armenia,Early Neolithic (EN)
I1631,I1631,1240K,Armenia_C,Armenia,Early Neolithic (EN)
I1632,I1632,1240K,Armenia_C,Armenia,Early Neolithic (EN)
I1634,I1634,1240K,Armenia_C,Armenia,Early Neolithic (EN)
I1630,I1630,1240K,Armenia_EarlyMedieval,Armenia,High Middle Ages (HMA)
I1659,I1659,1240K,Armenia_EarlyMedieval,Armenia,Late Middle Ages (LMA)
I1660,I1660,1240K,Armenia_EarlyMedieval,Armenia,High Middle Ages (HMA)
I1633,I1633,1240K,Armenia_EBA,Armenia,Chalcolithic (Copper Age) (C)
I1635,I1635,1240K,Armenia_EBA,Armenia,Late Neolithic (LN)
I1658,I1658,1240K,Armenia_EBA,Armenia,Middle Neolithic (MN)
ARM001,ARM001,1240K,Armenia_EBA_KuraAraxes,Armenia,Middle Neolithic (MN)
ARM002,ARM002,1240K,Armenia_EBA_KuraAraxes,Armenia,Middle Neolithic (MN)
I13599,I13599,1240K,Armenia_EBA_KuraAraxes,Armenia,Chalcolithic (Copper Age) (C)
I14339,I14339,1240K,Armenia_EBA_KuraAraxes,Armenia,Chalcolithic (Copper Age) (C)
I14341,I14341,1240K,Armenia_EBA_KuraAraxes,Armenia,Chalcolithic (Copper Age) (C)
I14343_d,I14343,1240K,Armenia_EBA_KuraAraxes,Armenia,Chalcolithic (Copper Age) (C)
I14343_v54.1_addback,I14343,1240K,Armenia_EBA_KuraAraxes,Armenia,Chalcolithic (Copper Age) (C)
I14346,I14346,1240K,Armenia_EBA_KuraAraxes,Armenia,Late Neolithic (LN)
I15132,I15132,1240K,Armenia_EBA_KuraAraxes,Armenia,Late Neolithic (LN)
I16706,I16706,1240K,Armenia_EBA_KuraAraxes,Armenia,Late Neolithic (LN)
I16920,I16920,1240K,Armenia_EBA_KuraAraxes,Armenia,Chalcolithic (Copper Age) (C)
ARM003,ARM002,1240K,Armenia_EBA_KuraAraxes,Armenia,Middle Neolithic (MN)
I14340,I14340,1240K,Armenia_EBA_KuraAraxes,Armenia,Chalcolithic (Copper Age) (C)
I1657,I1657,1240K,Armenia_EBA,Armenia,Middle Neolithic (MN)
I16116,I16116,1240K,Armenia_EIA,Armenia,Early Iron Age (EIA)
I16117,I16117,1240K,Armenia_EIA,Armenia,Middle Iron Age (MIA)
I16191,I16191,1240K,Armenia_EIA,Armenia,Middle Iron Age (MIA)
I16193,I16193,1240K,Armenia_EIA,Armenia,Middle Iron Age (MIA)
I16195,I16195,1240K,Armenia_EIA,Armenia,Middle Iron Age (MIA)
I17180,I17180,1240K,Armenia_EIA,Armenia,Late Iron Age (LIA)
I17181,I17181,1240K,Armenia_EIA,Armenia,Middle Iron Age (MIA)
I20444,I20444,1240K,Armenia_EIA,Armenia,Middle Iron Age (MIA)
I13947,I13947,1240K,Armenia_IA,Armenia,Middle Iron Age (MIA)
I14054,I14054,1240K,Armenia_IA,Armenia,Middle Iron Age (MIA)
I14057,I14057,1240K,Armenia_IA,Armenia,Middle Iron Age (MIA)
I16536,I16536,1240K,Armenia_IA,Armenia,Early Iron Age (EIA)
I16707,I16707,1240K,Armenia_IA,Armenia,Early Iron Age (EIA)
I17184,I17184,1240K,Armenia_IA,Armenia,Middle Iron Age (MIA)
I3938,I3938,1240K,Armenia_IA,Armenia,Early Iron Age (EIA)
I3944,I3944,1240K,Armenia_IA,Armenia,Early Iron Age (EIA)
I1636,I1636,1240K,Armenia_LateHellenistic,Armenia,Classical Antiquity (CA)
I1639,I1639,1240K,Armenia_LateHellenistic,Armenia,Classical Antiquity (CA)
I1637,I1637,1240K,Armenia_LateHellenistic,Armenia,Classical Antiquity (CA)
I13948,I13948,1240K,Armenia_LBA,Armenia,Early Iron Age (EIA)
I15732,I15732,1240K,Armenia_LBA,Armenia,Chalcolithic (Copper Age) (C)
I15733,I15733,1240K,Armenia_LBA,Armenia,Chalcolithic (Copper Age) (C)
I15734,I15734,1240K,Armenia_LBA,Armenia,Chalcolithic (Copper Age) (C)
I15749,I15749,1240K,Armenia_LBA,Armenia,Chalcolithic (Copper Age) (C)
I16217,I16217,1240K,Armenia_LBA,Armenia,Early Iron Age (EIA)
I16220,I16220,1240K,Armenia_LBA,Armenia,Chalcolithic (Copper Age) (C)
I16537,I16537,1240K,Armenia_LBA,Armenia,Early Iron Age (EIA)
I16554,I16554,1240K,Armenia_LBA,Armenia,Early Iron Age (EIA)
I17182,I17182,1240K,Armenia_LBA,Armenia,Early Iron Age (EIA)
I18479,I18479,1240K,Armenia_LBA,Armenia,Chalcolithic (Copper Age) (C)
I19329,I19329,1240K,Armenia_LBA,Armenia,Chalcolithic (Copper Age) (C)
I19331,I19331,1240K,Armenia_LBA,Armenia,Early Iron Age (EIA)
I19332,I19332,1240K,Armenia_LBA,Armenia,Early Iron Age (EIA)
I19333,I19333,1240K,Armenia_LBA,Armenia,Early Iron Age (EIA)
I19334,I19334,1240K,Armenia_LBA,Armenia,Early Iron Age (EIA)
I19335,I19335,1240K,Armenia_LBA,Armenia,Chalcolithic (Copper Age) (C)
I19336,I19336,1240K,Armenia_LBA,Armenia,Chalcolithic (Copper Age) (C)
I19337,I19337,1240K,Armenia_LBA,Armenia,Early Iron Age (EIA)
I19338,I19338,1240K,Armenia_LBA,Armenia,Early Iron Age (EIA)
I19339,I19339,1240K,Armenia_LBA,Armenia,Early Iron Age (EIA)
I19341,I19341,1240K,Armenia_LBA,Armenia,Chalcolithic (Copper Age) (C)
I19342,I19342,1240K,Armenia_LBA,Armenia,Early Iron Age (EIA)
I19343,I19343,1240K,Armenia_LBA,Armenia,Early Iron Age (EIA)
I19344,I19344,1240K,Armenia_LBA,Armenia,Chalcolithic (Copper Age) (C)
I19345,I19345,1240K,Armenia_LBA,Armenia,Early Iron Age (EIA)
I19346,I19346,1240K,Armenia_LBA,Armenia,Early Iron Age (EIA)
I19347,I19347,1240K,Armenia_LBA,Armenia,Early Iron Age (EIA)
I19348,I19348,1240K,Armenia_LBA,Armenia,Chalcolithic (Copper Age) (C)
I19349,I19349,1240K,Armenia_LBA,Armenia,Early Iron Age (EIA)
I19350,I19350,1240K,Armenia_LBA,Armenia,Early Iron Age (EIA)
I19351,I19351,1240K,Armenia_LBA,Armenia,Chalcolithic (Copper Age) (C)
I19352,I19352,1240K,Armenia_LBA,Armenia,Chalcolithic (Copper Age) (C)
I19353,I19353,1240K,Armenia_LBA,Armenia,Early Iron Age (EIA)
I19354,I19354,1240K,Armenia_LBA,Armenia,Early Iron Age (EIA)
I20436,I20436,1240K,Armenia_LBA,Armenia,Early Iron Age (EIA)
I20439,I20439,1240K,Armenia_LBA,Armenia,Early Iron Age (EIA)
I20440,I20440,1240K,Armenia_LBA,Armenia,Early Iron Age (EIA)
I20441,I20441,1240K,Armenia_LBA,Armenia,Early Iron Age (EIA)
I20443,I20443,1240K,Armenia_LBA,Armenia,Early Iron Age (EIA)
I14051,I14051,1240K,Armenia_LBA_EIA,Armenia,Middle Iron Age (MIA)
I14052,I14052,1240K,Armenia_LBA_EIA,Armenia,Middle Iron Age (MIA)
I14053,I14053,1240K,Armenia_LBA_EIA,Armenia,Middle Iron Age (MIA)
I14055,I14055,1240K,Armenia_LBA_EIA,Armenia,Middle Iron Age (MIA)
I14056,I14056,1240K,Armenia_LBA_EIA,Armenia,Middle Iron Age (MIA)
I14066,I14066,1240K,Armenia_LBA_EIA,Armenia,Early Iron Age (EIA)
I14588,I14588,1240K,Armenia_LBA_EIA,Armenia,Early Iron Age (EIA)
I14601,I14601,1240K,Armenia_LBA_EIA,Armenia,Early Iron Age (EIA)
I14602,I14602,1240K,Armenia_LBA_EIA,Armenia,Early Iron Age (EIA)
I14603,I14603,1240K,Armenia_LBA_EIA,Armenia,Early Iron Age (EIA)
I14605,I14605,1240K,Armenia_LBA_EIA,Armenia,Early Iron Age (EIA)
I14606,I14606,1240K,Armenia_LBA_EIA,Armenia,Early Iron Age (EIA)
I14618,I14618,1240K,Armenia_LBA_EIA,Armenia,Early Iron Age (EIA)
I14620,I14620,1240K,Armenia_LBA_EIA,Armenia,Early Iron Age (EIA)
I15729,I15729,1240K,Armenia_LBA_EIA,Armenia,Chalcolithic (Copper Age) (C)
I15748,I15748,1240K,Armenia_LBA_EIA,Armenia,Chalcolithic (Copper Age) (C)
I15750,I15750,1240K,Armenia_LBA_EIA,Armenia,Chalcolithic (Copper Age) (C)
I16196,I16196,1240K,Armenia_LBA_EIA,Armenia,Early Iron Age (EIA)
I18162,I18162,1240K,Armenia_LBA_EIA,Armenia,Early Iron Age (EIA)
I18163,I18163,1240K,Armenia_LBA_EIA,Armenia,Early Iron Age (EIA)
I18165,I18165,1240K,Armenia_LBA_EIA,Armenia,Early Iron Age (EIA)
I18166,I18166,1240K,Armenia_LBA_EIA,Armenia,Chalcolithic (Copper Age) (C)
I18167,I18167,1240K,Armenia_LBA_EIA,Armenia,Chalcolithic (Copper Age) (C)
I18168,I18168,1240K,Armenia_LBA_EIA,Armenia,Chalcolithic (Copper Age) (C)
I18248,I18248,1240K,Armenia_LBA_EIA,Armenia,Early Iron Age (EIA)
I18467,I18467,1240K,Armenia_LBA_EIA,Armenia,Chalcolithic (Copper Age) (C)
I18468,I18468,1240K,Armenia_LBA_EIA,Armenia,Early Iron Age (EIA)
I18469,I18469,1240K,Armenia_LBA_EIA,Armenia,Early Iron Age (EIA)
I18470,I18470,1240K,Armenia_LBA_EIA,Armenia,Early Iron Age (EIA)
I18472,I18472,1240K,Armenia_LBA_EIA,Armenia,Chalcolithic (Copper Age) (C)
I18478,I18478,1240K,Armenia_LBA_EIA,Armenia,Early Iron Age (EIA)
I18481,I18481,1240K,Armenia_LBA_EIA,Armenia,Early Iron Age (EIA)
I18486,I18486,1240K,Armenia_LBA_EIA,Armenia,Chalcolithic (Copper Age) (C)
I18487,I18487,1240K,Armenia_LBA_EIA,Armenia,Chalcolithic (Copper Age) (C)
I19321,I19321,1240K,Armenia_LBA_EIA,Armenia,Early Iron Age (EIA)
I19323,I19323,1240K,Armenia_LBA_EIA,Armenia,Chalcolithic (Copper Age) (C)
I19324,I19324,1240K,Armenia_LBA_EIA,Armenia,Early Iron Age (EIA)
I19325,I19325,1240K,Armenia_LBA_EIA,Armenia,Chalcolithic (Copper Age) (C)
I19326,I19326,1240K,Armenia_LBA_EIA,Armenia,Chalcolithic (Copper Age) (C)
I19328,I19328,1240K,Armenia_LBA_EIA,Armenia,Early Iron Age (EIA)
I14065,I14065,1240K,Armenia_LBA_EIA,Armenia,Early Iron Age (EIA)
I16376,I16376,1240K,Armenia_LBA_EIA,Armenia,Middle Iron Age (MIA)
I14619,I14619,1240K,Armenia_LBA_EIA,Armenia,Early Iron Age (EIA)
I14621,I14621,1240K,Armenia_LBA_EIA,Armenia,Early Iron Age (EIA)
I18483,I18483,1240K,Armenia_LBA_EIA,Armenia,Chalcolithic (Copper Age) (C)
I14617,I14617,1240K,Armenia_LBA_EIA,Armenia,Early Iron Age (EIA)
I15731,I15731,1240K,Armenia_LBA_EIA,Armenia,Chalcolithic (Copper Age) (C)
DA31_noUDG.SG,DA31,Shotgun,Armenia_LBA_LchashenMetsamor.SG,Armenia,Chalcolithic (Copper Age) (C)
DA35_noUDG.SG,DA35,Shotgun,Armenia_LBA_LchashenMetsamor.SG,Armenia,Chalcolithic (Copper Age) (C)
RISE396_noUDG.SG,RISE396,Shotgun,Armenia_LBA.SG,Armenia,Early Iron Age (EIA)
RISE397_noUDG.SG,RISE397,Shotgun,Armenia_LBA.SG,Armenia,Early Iron Age (EIA)
RISE407_noUDG.SG,RISE407,Shotgun,Armenia_LBA.SG,Armenia,Early Iron Age (EIA)
RISE408_noUDG.SG,RISE408,Shotgun,Armenia_LBA.SG,Armenia,Early Iron Age (EIA)
RISE412_noUDG.SG,RISE412,Shotgun,Armenia_LBA.SG,Armenia,Early Iron Age (EIA)
I18267,I18267,1240K,Armenia_Lchashen_LBA,Armenia,Chalcolithic (Copper Age) (C)
I18269,I18269,1240K,Armenia_Lchashen_LBA,Armenia,Chalcolithic (Copper Age) (C)
I18270,I18270,1240K,Armenia_Lchashen_LBA,Armenia,Chalcolithic (Copper Age) (C)
I18271,I18271,1240K,Armenia_Lchashen_LBA,Armenia,Chalcolithic (Copper Age) (C)
I18272,I18272,1240K,Armenia_Lchashen_LBA,Armenia,Chalcolithic (Copper Age) (C)
I18274,I18274,1240K,Armenia_Lchashen_LBA,Armenia,Chalcolithic (Copper Age) (C)
I18275,I18275,1240K,Armenia_Lchashen_LBA,Armenia,Chalcolithic (Copper Age) (C)
I18276,I18276,1240K,Armenia_Lchashen_LBA,Armenia,Chalcolithic (Copper Age) (C)
I18277,I18277,1240K,Armenia_Lchashen_LBA,Armenia,Chalcolithic (Copper Age) (C)
I18278,I18278,1240K,Armenia_Lchashen_LBA,Armenia,Chalcolithic (Copper Age) (C)
I18279,I18279,1240K,Armenia_Lchashen_LBA,Armenia,Chalcolithic (Copper Age) (C)
I18280,I18280,1240K,Armenia_Lchashen_LBA,Armenia,Chalcolithic (Copper Age) (C)
I18159,I18159,1240K,Armenia_LIA,Armenia,Middle Iron Age (MIA)
I18160,I18160,1240K,Armenia_LIA,Armenia,Middle Iron Age (MIA)
I18161,I18161,1240K,Armenia_LIA,Armenia,Middle Iron Age (MIA)
I18236,I18236,1240K,Armenia_LIA,Armenia,Middle Iron Age (MIA)
I18237,I18237,1240K,Armenia_LIA,Armenia,Middle Iron Age (MIA)
I18238,I18238,1240K,Armenia_LIA,Armenia,Middle Iron Age (MIA)
I3930,I3930,1240K,Armenia_MasisBlur_N,Armenia,Mesolithic
I14813,I14813,1240K,Armenia_MBA,Armenia,Chalcolithic (Copper Age) (C)
I1656,I1656,1240K,Armenia_MBA,Armenia,Chalcolithic (Copper Age) (C)
I17183,I17183,1240K,Armenia_MBA,Armenia,Chalcolithic (Copper Age) (C)
I19340,I19340,1240K,Armenia_MBA,Armenia,Chalcolithic (Copper Age) (C)
I19340_v54.1_addback,I19340,1240K,Armenia_MBA,Armenia,Chalcolithic (Copper Age) (C)
RISE413_noUDG.SG,RISE413,Shotgun,Armenia_MBA.SG,Armenia,Chalcolithic (Copper Age) (C)
RISE416_noUDG.SG,RISE416,Shotgun,Armenia_MBA.SG,Armenia,Chalcolithic (Copper Age) (C)
RISE423_noUDG.SG,RISE423,Shotgun,Armenia_MBA.SG,Armenia,Chalcolithic (Copper Age) (C)
I11853,I11853,1240K,Armenia_UrartianEmpire,Armenia,Early Iron Age (EIA)
I11855,I11855,1240K,Armenia_UrartianEmpire,Armenia,Early Iron Age (EIA)
I13031,I13031,1240K,Armenia_UrartianEmpire,Armenia,Early Iron Age (EIA)
I13032,I13032,1240K,Armenia_UrartianEmpire,Armenia,Early Iron Age (EIA)
I16118,I16118,1240K,Armenia_UrartianEmpire,Armenia,Middle Iron Age (MIA)
Asp6.SG,Asp6,Shotgun,Austria_AsparnSchletz_LBK_EN.SG,Austria,Mesolithic
I5068,I5068,1240K,Austria_EN_LBK,Austria,Mesolithic
I5069,I5069,1240K,Austria_EN_LBK,Austria,Mesolithic
I11699,I11699,1240K,Austria_IA_LaTene,Austria,Late Iron Age (LIA)
I11701,I11701,1240K,Austria_IA_LaTene,Austria,Late Iron Age (LIA)
I11708,I11708,1240K,Austria_IA_LaTene,Austria,Late Iron Age (LIA)
Klein7.SG,Klein7,Shotgun,Austria_Kleinhadersdorf_LBK_EN.SG,Austria,Mesolithic
R10656.SG,R10656,Shotgun,Austria_Klosterneuburg_Roman.SG,Austria,Classical Antiquity (CA)
R10657.SG,R10657,Shotgun,Austria_Klosterneuburg_Roman.SG,Austria,Classical Antiquity (CA)
R10659.SG,R10659,Shotgun,Austria_Klosterneuburg_Roman.SG,Austria,Classical Antiquity (CA)
I2483_noUDG,I2483,1240K,Austria_Krems,Austria,Paleolithic
I2484,I2484,1240K,Austria_Krems,Austria,Paleolithic
I2484_noUDG,I2484,1240K,Austria_Krems,Austria,Paleolithic
I1577,I1577,1240K,Austria_Krems,Austria,Paleolithic
I5205,I5205,1240K,Austria_N_LBK,Austria,Mesolithic
I5206,I5206,1240K,Austria_N_LBK,Austria,Mesolithic
I5207,I5207,1240K,Austria_N_LBK,Austria,Mesolithic
I5208,I5208,1240K,Austria_N_LBK,Austria,Mesolithic
R10665.SG,R10665,Shotgun,Austria_Ovilava_Roman.SG,Austria,Early Middle Ages (EMA)
R10666.SG,R10666,Shotgun,Austria_Ovilava_Roman.SG,Austria,Early Middle Ages (EMA)
R10670.SG,R10670,Shotgun,Austria_Ovilava_Roman.SG,Austria,Classical Antiquity (CA)
GoyetQ116-1_noUDG,GoyetQ116-1,1240K,Belgium_UP_GoyetQ116_1,Belgium,Paleolithic
GoyetQ-2_noUDG,GoyetQ-2,1240K,Belgium_UP_Magdalenian,Belgium,Paleolithic
GoyetQ-2_udg,GoyetQ-2,1240K,Belgium_UP_Magdalenian_udg,Belgium,Paleolithic
I19561,I19561,1240K,BosniaHerzegovina_Medieval,Bosnia-Herzegovina,High Middle Ages (HMA)
BB7-240_noUDG,BB7-240,3.7M,Bulgaria_BachoKiro_LatePleistocene,Bulgaria,Paleolithic
BK-1653_noUDG,BK-1653,3.7M,Bulgaria_BachoKiro_LatePleistocene,Bulgaria,Paleolithic
CC7-2289_noUDG,CC7-2289,3.7M,Bulgaria_BachoKiro_LatePleistocene,Bulgaria,Paleolithic
CC7-335_noUDG,CC7-335,3.7M,Bulgaria_BachoKiro_LatePleistocene,Bulgaria,Paleolithic
F6-620_noUDG,F6-620,3.7M,Bulgaria_BachoKiro_LatePleistocene,Bulgaria,Paleolithic
AA7-738_noUDG,AA7-738,3.7M,Bulgaria_BachoKiro_LatePleistocene,Bulgaria,Paleolithic
Bul6,Bul6,1240K,Bulgaria_BeliBreyag_EBA,Bulgaria,Late Neolithic (LN)
Bul8,Bul8,1240K,Bulgaria_BeliBreyag_EBA,Bulgaria,Late Neolithic (LN)
I0781,I0781,1240K,Bulgaria_C,Bulgaria,Early Neolithic (EN)
I0785,I0785,1240K,Bulgaria_C,Bulgaria,Early Neolithic (EN)
I2423,I2423,1240K,Bulgaria_C,Bulgaria,Early Neolithic (EN)
I2424,I2424,1240K,Bulgaria_C,Bulgaria,Early Neolithic (EN)
I2425,I2425,1240K,Bulgaria_C,Bulgaria,Early Neolithic (EN)
I2426,I2426,1240K,Bulgaria_C,Bulgaria,Early Neolithic (EN)
I2427,I2427,1240K,Bulgaria_C,Bulgaria,Early Neolithic (EN)
I2428,I2428,1240K,Bulgaria_C,Bulgaria,Early Neolithic (EN)
I2430,I2430,1240K,Bulgaria_C,Bulgaria,Early Neolithic (EN)
I2431,I2431,1240K,Bulgaria_C,Bulgaria,Early Neolithic (EN)
I2526,I2526,1240K,Bulgaria_C,Bulgaria,Mesolithic
I19451,I19451,1240K,Bulgaria_EBA,Bulgaria,Late Neolithic (LN)
I19452,I19452,1240K,Bulgaria_EBA,Bulgaria,Late Neolithic (LN)
I19453,I19453,1240K,Bulgaria_EBA,Bulgaria,Late Neolithic (LN)
I19454,I19454,1240K,Bulgaria_EBA,Bulgaria,Late Neolithic (LN)
I19456_d,I19456,1240K,Bulgaria_EBA,Bulgaria,Late Neolithic (LN)
I19456_v54.1_addback,I19456,1240K,Bulgaria_EBA,Bulgaria,Late Neolithic (LN)
I19459,I19459,1240K,Bulgaria_EBA,Bulgaria,Chalcolithic (Copper Age) (C)
I19460,I19460,1240K,Bulgaria_EBA,Bulgaria,Chalcolithic (Copper Age) (C)
I19462,I19462,1240K,Bulgaria_EBA,Bulgaria,Late Neolithic (LN)
I2175,I2175,1240K,Bulgaria_EBA,Bulgaria,Middle Neolithic (MN)
I2180,I2180,1240K,Bulgaria_EBA,Bulgaria,Middle Neolithic (MN)
I2520,I2520,1240K,Bulgaria_EBA,Bulgaria,Middle Neolithic (MN)
I2177,I2177,1240K,Bulgaria_EBA,Bulgaria,Middle Neolithic (MN)
Bul10,I12835,1240K,Bulgaria_EBA_Ezero,Bulgaria,Middle Neolithic (MN)
I20182,I20182,1240K,Bulgaria_EBA_MBA,Bulgaria,Chalcolithic (Copper Age) (C)
I18793,I18793,1240K,Bulgaria_EBA_Yamnaya,Bulgaria,Chalcolithic (Copper Age) (C)
I18794,I18794,1240K,Bulgaria_EBA_Yamnaya,Bulgaria,Chalcolithic (Copper Age) (C)
I18801_d,I18801,1240K,Bulgaria_EBA_Yamnaya,Bulgaria,Late Neolithic (LN)
I15844,I15844,1240K,Bulgaria_EIA,Bulgaria,Early Iron Age (EIA)
I19481,I19481,1240K,Bulgaria_EIA,Bulgaria,Middle Iron Age (MIA)
I19487,I19487,1240K,Bulgaria_EIA,Bulgaria,Early Iron Age (EIA)
I19490,I19490,1240K,Bulgaria_EIA,Bulgaria,Early Iron Age (EIA)
I19493_in.preparation,I19493,1240K,Bulgaria_EIA,Bulgaria,Early Iron Age (EIA)
I19494,I19494,1240K,Bulgaria_EIA,Bulgaria,Early Iron Age (EIA)
I19497,I19497,1240K,Bulgaria_EIA,Bulgaria,Early Iron Age (EIA)
I20180,I20180,1240K,Bulgaria_EIA,Bulgaria,Early Iron Age (EIA)
I20181,I20181,1240K,Bulgaria_EIA,Bulgaria,Early Iron Age (EIA)
I20183,I20183,1240K,Bulgaria_EIA,Bulgaria,Early Iron Age (EIA)
I20184,I20184,1240K,Bulgaria_EIA,Bulgaria,Early Iron Age (EIA)
I20185,I20185,1240K,Bulgaria_EIA,Bulgaria,Early Iron Age (EIA)
I20186,I20186,1240K,Bulgaria_EIA,Bulgaria,Early Iron Age (EIA)
I5769,I5769,1240K,Bulgaria_IA,Bulgaria,Middle Iron Age (MIA)
I0679_d,I0679,1240K,Bulgaria_Krepost_N,Bulgaria,Mesolithic
I18792,I18792,1240K,Bulgaria_LateAntiquity,Bulgaria,Classical Antiquity (CA)
I19500,I19500,1240K,Bulgaria_LIA,Bulgaria,Late Iron Age (LIA)
I1113,I1113,1240K,Bulgaria_MalakPreslavets_N,Bulgaria,Mesolithic
I1295,I1295,1240K,Bulgaria_MalakPreslavets_N,Bulgaria,Mesolithic
I1296,I1296,1240K,Bulgaria_MalakPreslavets_N,Bulgaria,Mesolithic
I1296_enhanced,I1296,1240K,Bulgaria_MalakPreslavets_N,Bulgaria,Mesolithic
I1297,I1297,1240K,Bulgaria_MalakPreslavets_N,Bulgaria,Mesolithic
I1109,I1109,1240K,Bulgaria_MalakPreslavets_N_oHighEEF,Bulgaria,Mesolithic
I2216,I2216,1240K,Bulgaria_MalakPreslavets_N_oHighEEF,Bulgaria,Mesolithic
I2216_enhanced,I2216,1240K,Bulgaria_MalakPreslavets_N_oHighEEF,Bulgaria,Mesolithic
I3879,I3879,1240K,Bulgaria_MalakPreslavets_N_oHighEEF,Bulgaria,Mesolithic
I1108,I1108,1240K,Bulgaria_MalakPreslavets_N_oLowEEF,Bulgaria,Mesolithic
I6354,I6354,1240K,Bulgaria_MalakPreslavets_N_oLowEEF,Bulgaria,Mesolithic
I0700,I0700,1240K,Bulgaria_MalakPreslavets_N_oLowEEF,Bulgaria,Mesolithic
I10548,I10548,1240K,Bulgaria_Medieval,Bulgaria,High Middle Ages (HMA)
I17980,I17980,1240K,Bulgaria_Medieval,Bulgaria,High Middle Ages (HMA)
I2163,I2163,1240K,Bulgaria_MLBA,Bulgaria,Chalcolithic (Copper Age) (C)
I0698,I0698,1240K,Bulgaria_N,Bulgaria,Mesolithic
I0704,I0704,1240K,Bulgaria_N,Bulgaria,Mesolithic
I0704_enhanced,I0704,1240K,Bulgaria_N,Bulgaria,Mesolithic
I11134,I11134,1240K,Bulgaria_N,Bulgaria,Mesolithic
I11135,I11135,1240K,Bulgaria_N,Bulgaria,Mesolithic
I11270,I11270,1240K,Bulgaria_N,Bulgaria,Mesolithic
I1298,I1298,1240K,Bulgaria_N,Bulgaria,Mesolithic
