Genetic_ID,Master_ID,Data_source,Group_ID,political_entity,epoch
VK582_noUDG.SG,VK582,Shotgun,Denmark_IA.SG,Denmark,Classical Antiquity (CA)
RISE276_noUDG.SG,RISE276,Shotgun,Denmark_LBA.SG,Denmark,Middle Iron Age (MIA)
VK214_noUDG.SG,VK214,Shotgun,Denmark_LN_BA.SG,Denmark,Chalcolithic (Copper Age) (C)
RISE42_noUDG.SG,RISE42,Shotgun,Denmark_LN_o.SG,Denmark,Chalcolithic (Copper Age) (C)
RISE71_noUDG.SG,RISE71,Shotgun,Denmark_LN.SG,Denmark,Chalcolithic (Copper Age) (C)
RISE61_noUDG.SG,RISE61,Shotgun,Denmark_MN_B.SG,Denmark,Late Neolithic (LN)
Syltholm1.SG,Syltholm1,Shotgun,Denmark_Syltholm_LM_EN,Denmark,Middle Neolithic (MN)
VK216_noUDG.SG,VK216,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK133_noUDG.SG,VK133,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK138_noUDG.SG,VK138,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK139_noUDG.SG,VK139,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK141_noUDG.SG,VK141,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK215_noUDG.SG,VK215,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK274_noUDG.SG,VK274,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK275_noUDG.SG,VK275,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK276_noUDG.SG,VK276,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK278_noUDG.SG,VK278,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK279_noUDG.SG,VK279,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK280_noUDG.SG,VK280,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK281_noUDG.SG,VK281,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK282_noUDG.SG,VK282,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK284_noUDG.SG,VK284,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK285_noUDG.SG,VK285,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK286_noUDG.SG,VK286,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK287_noUDG.SG,VK287,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK288_noUDG.SG,VK288,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK289_noUDG.SG,VK289,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK290_noUDG.SG,VK290,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK291_noUDG.SG,VK291,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK292_noUDG.SG,VK292,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK294_noUDG.SG,VK294,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK295_noUDG.SG,VK295,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK298_noUDG.SG,VK298,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK300_noUDG.SG,VK300,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK301_noUDG.SG,VK301,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK312_noUDG.SG,VK312,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK313_noUDG.SG,VK313,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK314_noUDG.SG,VK314,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK315_noUDG.SG,VK315,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK316_noUDG.SG,VK316,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK319_noUDG.SG,VK319,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK320_noUDG.SG,VK320,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK322_noUDG.SG,VK322,Shotgun,Denmark_Viking.SG,Denmark,High Middle Ages (HMA)
VK323_noUDG.SG,VK323,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK324_noUDG.SG,VK324,Shotgun,Denmark_Viking.SG,Denmark,High Middle Ages (HMA)
VK325_noUDG.SG,VK325,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK326_noUDG.SG,VK326,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK327_noUDG.SG,VK327,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK328_noUDG.SG,VK328,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK329_noUDG.SG,VK329,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK330_noUDG.SG,VK330,Shotgun,Denmark_Viking.SG,Denmark,High Middle Ages (HMA)
VK338_noUDG.SG,VK338,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK340_noUDG.SG,VK340,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK361_noUDG.SG,VK361,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK362_noUDG.SG,VK362,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK363_noUDG.SG,VK363,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK364_noUDG.SG,VK364,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK365_noUDG.SG,VK365,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK366_noUDG.SG,VK366,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK367_noUDG.SG,VK367,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK368_noUDG.SG,VK368,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK369_noUDG.SG,VK369,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK370_noUDG.SG,VK370,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK371_noUDG.SG,VK371,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK372_noUDG.SG,VK372,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK373_noUDG.SG,VK373,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK383_noUDG.SG,VK383,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK384_noUDG.SG,VK384,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK385_noUDG.SG,VK385,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK411_noUDG.SG,VK411,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK445_noUDG.SG,VK445,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK446_noUDG.SG,VK446,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK84_noUDG.SG,VK84,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK87_noUDG.SG,VK87,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK90_noUDG.SG,VK90,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK92_noUDG.SG,VK92,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
VK94_noUDG.SG,VK94,Shotgun,Denmark_Viking.SG,Denmark,Early Middle Ages (EMA)
KPN001.A_noUDG,KPN001,1240k,Denmark_Zealand_Saxon_Medieval,Denmark,High Middle Ages (HMA)
KPN002.A_noUDG,KPN002,1240k,Denmark_Zealand_Saxon_Medieval,Denmark,High Middle Ages (HMA)
KPN003.A_noUDG,KPN003,1240k,Denmark_Zealand_Saxon_Medieval,Denmark,High Middle Ages (HMA)
KPN004.A_noUDG,KPN004,1240k,Denmark_Zealand_Saxon_Medieval,Denmark,High Middle Ages (HMA)
KPN005.A_noUDG,KPN005,1240k,Denmark_Zealand_Saxon_Medieval,Denmark,High Middle Ages (HMA)
KPN006.A_noUDG,KPN006,1240k,Denmark_Zealand_Saxon_Medieval,Denmark,High Middle Ages (HMA)
KPN007.A_noUDG,KPN007,1240k,Denmark_Zealand_Saxon_Medieval,Denmark,High Middle Ages (HMA)
KPN008.A_noUDG,KPN008,1240k,Denmark_Zealand_Saxon_Medieval,Denmark,High Middle Ages (HMA)
KPN009.A_noUDG,KPN009,1240k,Denmark_Zealand_Saxon_Medieval,Denmark,High Middle Ages (HMA)
KPN011.A_noUDG,KPN011,1240k,Denmark_Zealand_Saxon_Medieval,Denmark,High Middle Ages (HMA)
KPN012.A_noUDG,KPN012,1240k,Denmark_Zealand_Saxon_Medieval,Denmark,High Middle Ages (HMA)
KPN013.A_noUDG,KPN013,1240k,Denmark_Zealand_Saxon_Medieval,Denmark,High Middle Ages (HMA)
KPN014.A_noUDG,KPN014,1240k,Denmark_Zealand_Saxon_Medieval,Denmark,High Middle Ages (HMA)
KPN015.A_noUDG,KPN015,1240k,Denmark_Zealand_Saxon_Medieval,Denmark,High Middle Ages (HMA)
I1765_d,I1765,1240K,England_BellBeaker,United Kingdom,Chalcolithic (Copper Age) (C)
I1770,I1770,1240K,England_BellBeaker,United Kingdom,Chalcolithic (Copper Age) (C)
I2418,I2418,1240K,England_BellBeaker,United Kingdom,Chalcolithic (Copper Age) (C)
I2443,I2443,1240K,England_BellBeaker,United Kingdom,Chalcolithic (Copper Age) (C)
I2445,I2445,1240K,England_BellBeaker,United Kingdom,Chalcolithic (Copper Age) (C)
I2447,I2447,1240K,England_BellBeaker,United Kingdom,Chalcolithic (Copper Age) (C)
I2450,I2450,1240K,England_BellBeaker,United Kingdom,Chalcolithic (Copper Age) (C)
I2452,I2452,1240K,England_BellBeaker,United Kingdom,Chalcolithic (Copper Age) (C)
I2453,I2453,1240K,England_BellBeaker,United Kingdom,Chalcolithic (Copper Age) (C)
I2455,I2455,1240K,England_BellBeaker,United Kingdom,Chalcolithic (Copper Age) (C)
I2565,I2565,1240K,England_BellBeaker,United Kingdom,Chalcolithic (Copper Age) (C)
I3255,I3255,1240K,England_BellBeaker,United Kingdom,Chalcolithic (Copper Age) (C)
I3256,I3256,1240K,England_BellBeaker,United Kingdom,Chalcolithic (Copper Age) (C)
I4950,I4950,1240K,England_BellBeaker,United Kingdom,Chalcolithic (Copper Age) (C)
I4951,I4951,1240K,England_BellBeaker,United Kingdom,Chalcolithic (Copper Age) (C)
I5382,I5382,1240K,England_BellBeaker,United Kingdom,Chalcolithic (Copper Age) (C)
I5512,I5512,1240K,England_BellBeaker,United Kingdom,Chalcolithic (Copper Age) (C)
I5513,I5513,1240K,England_BellBeaker,United Kingdom,Chalcolithic (Copper Age) (C)
I6775,I6775,1240K,England_BellBeaker,United Kingdom,Chalcolithic (Copper Age) (C)
I6776,I6776,1240K,England_BellBeaker,United Kingdom,Chalcolithic (Copper Age) (C)
I14200,I14200,1240K,England_BellBeaker_highEEF,United Kingdom,Chalcolithic (Copper Age) (C)
I1767,I1767,1240K,England_BellBeaker_highEEF,United Kingdom,Chalcolithic (Copper Age) (C)
I2416,I2416,1240K,England_BellBeaker_highEEF,United Kingdom,Chalcolithic (Copper Age) (C)
I5379,I5379,1240K,England_BellBeaker_highEEF,United Kingdom,Chalcolithic (Copper Age) (C)
I2446,I2446,1240K,England_BellBeaker_highWHG,United Kingdom,Chalcolithic (Copper Age) (C)
I2417,I2417,1240K,England_BellBeaker_lowEEF,United Kingdom,Chalcolithic (Copper Age) (C)
I2454,I2454,1240K,England_BellBeaker_lowEEF,United Kingdom,Chalcolithic (Copper Age) (C)
I2459,I2459,1240K,England_BellBeaker_lowEEF,United Kingdom,Chalcolithic (Copper Age) (C)
I5376,I5376,1240K,England_BellBeaker_lowEEF,United Kingdom,Chalcolithic (Copper Age) (C)
I6774,I6774,1240K,England_BellBeaker_lowEEF,United Kingdom,Chalcolithic (Copper Age) (C)
I2419,I2419,1240K,England_BellBeaker_mediumEEF,United Kingdom,Chalcolithic (Copper Age) (C)
I6680,I6680,1240K,England_BellBeaker_mediumEEF,United Kingdom,Chalcolithic (Copper Age) (C)
I12786,I12786,1240K,England_C_EBA,United Kingdom,Chalcolithic (Copper Age) (C)
I14543,I14543,1240K,England_C_EBA,United Kingdom,Chalcolithic (Copper Age) (C)
I14553,I14553,1240K,England_C_EBA,United Kingdom,Chalcolithic (Copper Age) (C)
I16394,I16394,1240K,England_C_EBA,United Kingdom,Chalcolithic (Copper Age) (C)
I16395,I16395,1240K,England_C_EBA,United Kingdom,Chalcolithic (Copper Age) (C)
I16396,I16396,1240K,England_C_EBA,United Kingdom,Chalcolithic (Copper Age) (C)
I16400,I16400,1240K,England_C_EBA,United Kingdom,Chalcolithic (Copper Age) (C)
I16424,I16424,1240K,England_C_EBA,United Kingdom,Chalcolithic (Copper Age) (C)
I1774,I1774,1240K,England_C_EBA,United Kingdom,Chalcolithic (Copper Age) (C)
I18606,I18606,1240K,England_C_EBA,United Kingdom,Chalcolithic (Copper Age) (C)
I20997,I20997,1240K,England_C_EBA,United Kingdom,Chalcolithic (Copper Age) (C)
I2421,I2421,1240K,England_C_EBA,United Kingdom,Chalcolithic (Copper Age) (C)
I2457,I2457,1240K,England_C_EBA,United Kingdom,Chalcolithic (Copper Age) (C)
I2460,I2460,1240K,England_C_EBA,United Kingdom,Chalcolithic (Copper Age) (C)
I2461,I2461,1240K,England_C_EBA,United Kingdom,Chalcolithic (Copper Age) (C)
I2463,I2463,1240K,England_C_EBA,United Kingdom,Chalcolithic (Copper Age) (C)
I2464,I2464,1240K,England_C_EBA,United Kingdom,Chalcolithic (Copper Age) (C)
I2566,I2566,1240K,England_C_EBA,United Kingdom,Chalcolithic (Copper Age) (C)
I2597,I2597,1240K,England_C_EBA,United Kingdom,Chalcolithic (Copper Age) (C)
I2598,I2598,1240K,England_C_EBA,United Kingdom,Chalcolithic (Copper Age) (C)
I2601,I2601,1240K,England_C_EBA,United Kingdom,Chalcolithic (Copper Age) (C)
I2602,I2602,1240K,England_C_EBA,United Kingdom,Chalcolithic (Copper Age) (C)
I2604,I2604,1240K,England_C_EBA,United Kingdom,Chalcolithic (Copper Age) (C)
I2609,I2609,1240K,England_C_EBA,United Kingdom,Chalcolithic (Copper Age) (C)
I2610,I2610,1240K,England_C_EBA,United Kingdom,Chalcolithic (Copper Age) (C)
I2612,I2612,1240K,England_C_EBA,United Kingdom,Chalcolithic (Copper Age) (C)
I2618,I2618,1240K,England_C_EBA,United Kingdom,Chalcolithic (Copper Age) (C)
I5377,I5377,1240K,England_C_EBA,United Kingdom,Chalcolithic (Copper Age) (C)
I5441,I5441,1240K,England_C_EBA,United Kingdom,Chalcolithic (Copper Age) (C)
I6777,I6777,1240K,England_C_EBA,United Kingdom,Chalcolithic (Copper Age) (C)
I7569,I7569,1240K,England_C_EBA,United Kingdom,Chalcolithic (Copper Age) (C)
I7570,I7570,1240K,England_C_EBA,United Kingdom,Chalcolithic (Copper Age) (C)
I7573,I7573,1240K,England_C_EBA,United Kingdom,Chalcolithic (Copper Age) (C)
I7630,I7630,1240K,England_C_EBA,United Kingdom,Chalcolithic (Copper Age) (C)
I7635,I7635,1240K,England_C_EBA,United Kingdom,Chalcolithic (Copper Age) (C)
I7639,I7639,1240K,England_C_EBA,United Kingdom,Chalcolithic (Copper Age) (C)
I2600,I2600,1240K,England_C_EBA,United Kingdom,Chalcolithic (Copper Age) (C)
I12776,I12776,1240K,England_C_EBA_highEEF,United Kingdom,Chalcolithic (Copper Age) (C)
I2462,I2462,1240K,England_C_EBA_highEEF,United Kingdom,Chalcolithic (Copper Age) (C)
I5373,I5373,1240K,England_C_EBA_lowEEF,United Kingdom,Chalcolithic (Copper Age) (C)
I2596,I2596,1240K,England_C_EBA_lowEEF,United Kingdom,Chalcolithic (Copper Age) (C)
CE003.SG,CE003,Shotgun,England_Derbyshire_IA.SG,United Kingdom,Late Iron Age (LIA)
I11567,I11567,1240K,England_EarlyMedieval,United Kingdom,Early Middle Ages (EMA)
I11569,I11569,1240K,England_EarlyMedieval,United Kingdom,Early Middle Ages (EMA)
I11571,I11571,1240K,England_EarlyMedieval,United Kingdom,Early Middle Ages (EMA)
I11573,I11573,1240K,England_EarlyMedieval,United Kingdom,Early Middle Ages (EMA)
I11574,I11574,1240K,England_EarlyMedieval,United Kingdom,Early Middle Ages (EMA)
I11576,I11576,1240K,England_EarlyMedieval,United Kingdom,Early Middle Ages (EMA)
I11577,I11577,1240K,England_EarlyMedieval,United Kingdom,Early Middle Ages (EMA)
I11579,I11579,1240K,England_EarlyMedieval,United Kingdom,Early Middle Ages (EMA)
I11581,I11581,1240K,England_EarlyMedieval,United Kingdom,Early Middle Ages (EMA)
I11582,I11582,1240K,England_EarlyMedieval,United Kingdom,Early Middle Ages (EMA)
I14533_d,I14533,1240K,England_EarlyMedieval,United Kingdom,Early Middle Ages (EMA)
I14534,I14534,1240K,England_EarlyMedieval,United Kingdom,Early Middle Ages (EMA)
I14536,I14536,1240K,England_EarlyMedieval,United Kingdom,Early Middle Ages (EMA)
I14538,I14538,1240K,England_EarlyMedieval,United Kingdom,Early Middle Ages (EMA)
I14541,I14541,1240K,England_EarlyMedieval,United Kingdom,Early Middle Ages (EMA)
I14542,I14542,1240K,England_EarlyMedieval,United Kingdom,Early Middle Ages (EMA)
I16383,I16383,1240K,England_EarlyMedieval,United Kingdom,Early Middle Ages (EMA)
I16385,I16385,1240K,England_EarlyMedieval,United Kingdom,Early Middle Ages (EMA)
I16389,I16389,1240K,England_EarlyMedieval,United Kingdom,Early Middle Ages (EMA)
I16392,I16392,1240K,England_EarlyMedieval,United Kingdom,Early Middle Ages (EMA)
I16508,I16508,1240K,England_EarlyMedieval,United Kingdom,Early Middle Ages (EMA)
I16509,I16509,1240K,England_EarlyMedieval,United Kingdom,Early Middle Ages (EMA)
I16510,I16510,1240K,England_EarlyMedieval,United Kingdom,Early Middle Ages (EMA)
I17270,I17270,1240K,England_EarlyMedieval,United Kingdom,Early Middle Ages (EMA)
I17271,I17271,1240K,England_EarlyMedieval,United Kingdom,Early Middle Ages (EMA)
I17272,I17272,1240K,England_EarlyMedieval,United Kingdom,Early Middle Ages (EMA)
I17273,I17273,1240K,England_EarlyMedieval,United Kingdom,Early Middle Ages (EMA)
I17275,I17275,1240K,England_EarlyMedieval,United Kingdom,Early Middle Ages (EMA)
I17276,I17276,1240K,England_EarlyMedieval,United Kingdom,Early Middle Ages (EMA)
I17277,I17277,1240K,England_EarlyMedieval,United Kingdom,Early Middle Ages (EMA)
I20637,I20637,1240K,England_EarlyMedieval,United Kingdom,Early Middle Ages (EMA)
I11580,I11580,1240K,England_EarlyMedieval,United Kingdom,Early Middle Ages (EMA)
I11578,I11578,1240K,England_EarlyMedieval,United Kingdom,Early Middle Ages (EMA)
I14535,I14535,1240K,England_EarlyMedieval,United Kingdom,Early Middle Ages (EMA)
I14540,I14540,1240K,England_EarlyMedieval,United Kingdom,Early Middle Ages (EMA)
I11568,I11568,1240K,England_EarlyMedieval,United Kingdom,Early Middle Ages (EMA)
I0157,I0157,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I0159,I0159,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I0161,I0161,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I0531,I0531,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I0769,I0769,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I0773,I0773,1240K,England_EarlyMedieval_Saxon,United Kingdom,Classical Antiquity (CA)
I0774,I0774,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I0777,I0777,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I0791,I0791,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I11583,I11583,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I11584,I11584,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I11585,I11585,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I11586,I11586,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I11587,I11587,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I11588,I11588,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I11589,I11589,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I11590,I11590,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I17268,I17268,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I20597,I20597,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I20598,I20598,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I20601,I20601,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I20603,I20603,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I20605,I20605,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I20607,I20607,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I20608,I20608,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I20639,I20639,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I20640,I20640,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I20641,I20641,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I20642,I20642,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I20643,I20643,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I20644,I20644,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I20645,I20645,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I20646,I20646,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I20649,I20649,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I20650,I20650,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I20652,I20652,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I20653,I20653,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I20654,I20654,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I20655,I20655,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I20658,I20658,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I20659,I20659,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I20660,I20660,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I20661,I20661,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I20666,I20666,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I20667,I20667,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I20668,I20668,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I20669,I20669,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I20670,I20670,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I20671,I20671,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I20672,I20672,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I20673,I20673,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I20674,I20674,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I20675_d,I20675,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I20676,I20676,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I20677,I20677,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I20678,I20678,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I20679,I20679,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I20680,I20680,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I3044,I3044,1240K,England_EarlyMedieval_Saxon,United Kingdom,High Middle Ages (HMA)
I20638,I20638,1240K,England_EarlyMedieval_Saxon,United Kingdom,Early Middle Ages (EMA)
I0157.SG,I0157,Shotgun,England_EarlyMedieval_Saxon.SG,United Kingdom,Early Middle Ages (EMA)
I0159.SG,I0159,Shotgun,England_EarlyMedieval_Saxon.SG,United Kingdom,Early Middle Ages (EMA)
I0161.SG,I0161,Shotgun,England_EarlyMedieval_Saxon.SG,United Kingdom,Early Middle Ages (EMA)
I0769.SG,I0769,Shotgun,England_EarlyMedieval_Saxon.SG,United Kingdom,Early Middle Ages (EMA)
I0773.SG,I0773,Shotgun,England_EarlyMedieval_Saxon.SG,United Kingdom,Classical Antiquity (CA)
I0774.SG,I0774,Shotgun,England_EarlyMedieval_Saxon.SG,United Kingdom,Early Middle Ages (EMA)
I0777.SG,I0777,Shotgun,England_EarlyMedieval_Saxon.SG,United Kingdom,Early Middle Ages (EMA)
NO3423_noUDG.SG,I17268,Shotgun,England_EarlyMedieval_Saxon.SG,United Kingdom,Early Middle Ages (EMA)
I5504,I5504,1240K,England_EastYorkshire_Anglian,United Kingdom,Early Middle Ages (EMA)
I11033,I11033,1240K,England_EastYorkshire_EIA,United Kingdom,Late Iron Age (LIA)
I0525,I0525,1240K,England_EastYorkshire_LIA,United Kingdom,Classical Antiquity (CA)
I14106,I14106,1240K,England_EastYorkshire_LIA,United Kingdom,Classical Antiquity (CA)
I22057,I22057,1240K,England_EastYorkshire_LIA,United Kingdom,Classical Antiquity (CA)
I22062,I22062,1240K,England_EastYorkshire_LIA,United Kingdom,Classical Antiquity (CA)
I22064,I22064,1240K,England_EastYorkshire_LIA,United Kingdom,Classical Antiquity (CA)
I5502,I5502,1240K,England_EastYorkshire_LIA,United Kingdom,Classical Antiquity (CA)
I12412,I12412,1240K,England_EastYorkshire_MIA,United Kingdom,Late Iron Age (LIA)
I14100,I14100,1240K,England_EastYorkshire_MIA,United Kingdom,Late Iron Age (LIA)
I22055,I22055,1240K,England_EastYorkshire_MIA,United Kingdom,Late Iron Age (LIA)
I22056,I22056,1240K,England_EastYorkshire_MIA,United Kingdom,Late Iron Age (LIA)
